sequence_id,"Hugenholtz prokMSA_id","Hugenholtz Simrank id","Hugenholtz DNAML id","Hugenholtz DNAML columns","Hugenholtz tax string"
Elev_16S_619,156112,82.57,0.958788,1155,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium; Unclassified; otu_2256"
Elev_16S_620,142384,65.82,0.89632,1161,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Unclassified; otu_2177"
Elev_16S_621,84258,65.45,0.910534,1191,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; EB1017_group; Unclassified; otu_250"
Elev_16S_622,209560,72.28,0.930199,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_623,204006,99.62,0.999993,1186,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; UA12; Elev_16S_623; otu_197"
Elev_16S_624,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_625,126683,58.14,0.867048,1152,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Unclassified; otu_1875"
Elev_16S_626,75002,71.54,0.921798,1128,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Devosia; otu_2008"
Elev_16S_627,153809,67.51,0.899474,1147,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_629,141431,84,0.974354,1189,"Hugenholtz:Bacteria; Bacteroidetes; Flavobacteriales; Sporocytophaga; Unclassified; otu_674"
Elev_16S_630,209267,78.89,0.947204,1181,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Terrimonaceae; otu_747"
Elev_16S_631,206840,100,0.999993,1195,"Hugenholtz:Bacteria; Elev_16S_1860; otu_986"
Elev_16S_634,113697,70.52,0.938862,1192,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; a13110; otu_239"
Elev_16S_635,113778,79.89,0.959413,1194,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; Unclassified; otu_2123"
Elev_16S_636,30280,78.64,0.944181,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Unclassified; otu_2203"
Elev_16S_637,166094,85.36,0.964035,1178,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Methylobacteriaceae; Unclassified; otu_1957"
Elev_16S_638,35403,57.11,0.838299,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Unclassified; otu_2203"
Elev_16S_639,156961,69.57,0.919604,1069,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_641,150172,81.48,0.969732,1154,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_644,110760,63.55,0.898529,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Variovorax; Variovorax_sp_WFF52; Variovorax_paradoxus; Variovorax_sp_HAB-30; Variovorax_sp_Pal2; Variovorax_sp_3A_12; otu_2243"
Elev_16S_645,121137,66.39,0.919066,1191,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; Thermoleiphilaceae; C-F-2; MFC-EB10; otu_376"
Elev_16S_646,214630,63.48,0.895695,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_649,76590,84.39,0.973831,1137,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_650,154553,60.68,0.873079,1192,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; MC47; otu_371"
Elev_16S_652,208353,56.5,0.870754,1186,"Hugenholtz:Bacteria; OP10; CH21; otu_1736"
Elev_16S_653,215839,60.02,0.867091,1179,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; Unclassified; otu_200"
Elev_16S_655,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_658,111966,88.53,0.981214,1140,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; Thermoleiphilaceae; Unclassified; otu_374"
Elev_16S_659,139745,85.88,0.961782,1108,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonas; Sphingomonas_sp_MK346; Sphingomonas_melonis; otu_2148"
Elev_16S_660,207034,73.8,0.936129,1194,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Elev_16S_661,206199,55.97,0.829142,1174,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_662,210710,90.57,0.988075,1191,"Hugenholtz:Bacteria; AD3; ABS-6; otu_379"
Elev_16S_663,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_664,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_665,210951,68.76,0.927161,1151,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; A08_WMSP1; otu_191"
Elev_16S_667,105216,79.54,0.96091,1194,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; MC47; otu_371"
Elev_16S_668,205033,65.79,0.913397,1156,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Elev_16S_669,206199,55.97,0.829142,1174,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_671,214888,97.47,0.997464,1188,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_673,215356,65.51,0.898427,1155,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Elev_16S_675,63277,84.67,0.970154,1135,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin329; KF-JG30-B3; otu_2014"
Elev_16S_676,154553,60.68,0.873079,1192,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; MC47; otu_371"
Elev_16S_677,156857,72.15,0.929952,1150,"Hugenholtz:Bacteria; Acidobacteria; CCU21; otu_217"
Elev_16S_678,209820,70.41,0.914749,1180,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_679,206901,94.49,0.981941,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_680,213064,100,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_681,111970,63.18,0.868763,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Bradyrhizobium; Rhodopseudomonas; Bradyrhizobiaceae; Afipia; Blastobacter; Rhizobium; Agromonas; Bradyrhizobium_japonicum; Rhodopseudomonas_palustris; Bradyrhizobium_japonicum_USDA_110; Bradyrhizobium_sp; Bradyrhizobium_lupini; Unclassified; otu_1930"
Elev_16S_683,201065,51.01,0.845624,1169,"Hugenholtz:Bacteria; Planctomycetes; Planctomycetacia; Gemmatales; RB512; UNNAMEABLE_1178613656; otu_1817"
Elev_16S_684,213788,51.46,0.839462,1184,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin329; bacterium_Ellin332; otu_2013"
Elev_16S_685,150506,68.44,0.927307,1183,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; bacterium_Ellin361; otu_2011"
Elev_16S_686,154629,85.63,0.978642,1192,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_688,206713,97.83,0.998307,1184,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_689,129839,60.97,0.874024,1177,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; Unclassified; otu_201"
Elev_16S_691,207738,78.69,0.950053,1194,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; CL500-29; Unclassified; otu_247"
Elev_16S_693,161143,81.86,0.94546,1183,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; N1423WL; otu_1664"
Elev_16S_694,56406,64.11,0.894169,1121,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; WD2123; otu_189"
Elev_16S_695,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_696,213064,100,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_697,206068,67.49,0.889212,1190,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; bacterium_Ellin6071; otu_230"
Elev_16S_699,204750,52.61,0.82218,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_700,76879,61.18,0.873472,1135,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Elev_16S_701,128299,58.15,0.916842,1190,"Hugenholtz:Bacteria; Actinobacteria; a13143; Unclassified; otu_235"
Elev_16S_702,136523,58.63,0.896887,1192,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-5; JG37-AG-149; otu_199"
Elev_16S_703,210827,100,0.999993,1193,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_704,206805,92.97,0.983627,1183,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_705,211036,61.53,0.86696,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Ellin339; Unclassified; otu_2331"
Elev_16S_708,111693,76.79,0.958076,1178,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Ellin339; Unclassified; otu_2331"
Elev_16S_710,113939,80.46,0.967494,1191,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Terrimonaceae; otu_747"
Elev_16S_711,207618,96.86,0.996606,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_712,206805,98.74,0.997449,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_713,209057,56.34,0.854112,1189,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; A08_WMSP1; otu_191"
Elev_16S_715,216118,74.61,0.928019,1178,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Unclassified; otu_1889"
Elev_16S_716,204742,65.74,0.896116,1174,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Unclassified; otu_2056"
Elev_16S_717,75261,65.43,0.932626,1120,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; Unclassified; otu_2606"
Elev_16S_718,208823,96.59,0.994891,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; A21b; EB1018; otu_2179"
Elev_16S_719,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_720,210827,99.16,0.999164,1193,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_723,113523,86.39,0.978613,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; LO131; otu_2279"
Elev_16S_724,211777,65.13,0.853182,1173,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; H4; H29; otu_2016"
Elev_16S_725,39010,60.73,0.875754,1193,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Micromonosporaceae; Unclassified; otu_333"
Elev_16S_727,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_729,3677,78.28,0.95825,1140,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Elev_16S_731,91549,91.08,0.979267,1181,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium; Duganella; Unclassified; otu_2257"
Elev_16S_732,216118,74.61,0.928019,1178,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Unclassified; otu_1889"
Elev_16S_733,208582,90.05,0.984528,1183,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; Unclassified; otu_201"
Elev_16S_735,85176,79.57,0.947786,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; T20; otu_2236"
Elev_16S_736,104976,76.68,0.930998,1186,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_737,211526,85.97,0.973439,1194,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; Thermoleiphilaceae; C-F-2; MFC-EB10; otu_376"
Elev_16S_739,159224,46.86,0.819564,1179,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; H5; otu_846"
Elev_16S_740,113824,60.81,0.889023,1195,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; Unclassified; otu_2606"
Elev_16S_741,105686,62.27,0.857455,1178,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
Elev_16S_742,199997,57.2,0.891654,1107,"Hugenholtz:Bacteria; Planctomycetes; Planctomycetacia; Plactomycetales; DEL04; otu_1850"
Elev_16S_743,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_744,213527,98.97,0.998321,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_745,214846,54.95,0.843677,1183,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; A08_WMSP1; otu_191"
Elev_16S_748,204402,59.65,0.862993,1190,"Hugenholtz:Bacteria; Acidobacteria; ABS-327; EB1093; otu_184"
Elev_16S_749,99863,61.93,0.903325,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_750,104001,74.1,0.960823,1190,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; Thermoleiphilaceae; Unclassified; otu_374"
Elev_16S_751,215089,99.7,0.999993,1191,"Hugenholtz:Bacteria; Actinobacteria; a13143; Elev_16S_1052; Elev_16S_575; otu_237"
Elev_16S_752,165057,97.96,0.99088,1109,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Micrococcaceae; Unclassified; otu_324"
Elev_16S_753,82263,72.8,0.952204,1192,"Hugenholtz:Bacteria; Verrucomicrobia; Verruco-3; Unclassified; otu_2829"
Elev_16S_754,10905,51.09,0.844011,1186,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacteraceae; Unclassified; otu_2559"
Elev_16S_755,155588,77.32,0.959253,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Rhodocyclales; Unclassified; otu_2300"
Elev_16S_756,212653,53.58,0.813721,1137,"Hugenholtz:Bacteria; OD2; SM2F11; KNA6-NB23; Elev_16S_1084; EV818EB5CPSAJJ44; otu_1733"
Elev_16S_757,99863,61.93,0.903325,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_761,145520,57.06,0.879315,1144,"Hugenholtz:Bacteria; Acidobacteria; RB25; Unclassified; otu_223"
Elev_16S_763,155588,77.4,0.959253,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Rhodocyclales; Unclassified; otu_2300"
Elev_16S_764,211459,77.17,0.925577,1188,"Hugenholtz:Bacteria; Planctomycetes; WPS-1; Ellin6207; Planctomycetales; Planctomycetales_bacterium_Ellin6207; otu_1870"
Elev_16S_765,46917,68.34,0.918484,1186,"Hugenholtz:Bacteria; Planctomycetes; Planctomycetacia; Plactomycetales; DEL04; otu_1850"
Elev_16S_766,216024,73.54,0.919691,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Elev_16S_770,204335,83.56,0.961302,1177,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; LO133; otu_1956"
Elev_16S_771,104976,76.68,0.930998,1186,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_773,210538,72.92,0.907816,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Variovorax; Variovorax_sp_WFF52; Variovorax_paradoxus; Variovorax_sp_HAB-30; Variovorax_sp_Pal2; Unclassified; otu_2242"
Elev_16S_774,129294,72.16,0.918063,1188,"Hugenholtz:Bacteria; Firmicutes; Bacilli; Bacillus_cereus_group; Streptomyces; Bacillus_thuringiensis; Bacillus_cereus; Bacillus_pseudomycoides; otu_1050"
Elev_16S_775,206180,79.51,0.960125,1191,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; LO131; otu_2279"
Elev_16S_778,136192,65.62,0.896014,1190,"Hugenholtz:Bacteria; Acidobacteria; RB25; JG37-AG-81; otu_224"
Elev_16S_779,204110,66.22,0.881916,1164,"Hugenholtz:Bacteria; OD2; SM2F11; KNA6-NB23; Elev_16S_1084; Elev_16S_1619; otu_1732"
Elev_16S_781,86466,56.58,0.855478,1137,"Hugenholtz:Bacteria; Planctomycetes; Planctomycetacia; Plactomycetales; H28; A24; Unclassified; otu_1856"
Elev_16S_783,159224,46.86,0.819564,1179,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; H5; otu_846"
Elev_16S_784,73700,93.61,0.99226,1175,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; bacterium_Ellin361; otu_2011"
Elev_16S_785,78515,58.99,0.895346,1167,"Hugenholtz:Bacteria; Chloroflexi; TK17; S085; otu_902"
Elev_16S_786,209267,79.89,0.953134,1186,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Terrimonaceae; otu_747"
Elev_16S_787,213064,100,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_788,210827,97.25,0.98854,1144,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_790,56470,46.08,0.776223,1172,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes; Unclassified; otu_2182"
Elev_16S_791,160891,87.19,0.981941,1188,"Hugenholtz:Bacteria; Chloroflexi; Bljii12; EB1097; B07_WMSP1; otu_868"
Elev_16S_793,141918,74.09,0.945765,1183,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Elev_16S_794,66301,88.77,0.964922,1177,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium; Duganella; Aquaspirillum_arcticum; otu_2258"
Elev_16S_795,214888,99.05,0.996621,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_796,204263,99.45,0.99915,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_797,147766,66.82,0.908092,1188,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Unclassified; otu_2252"
Elev_16S_798,141918,74.9,0.952175,1175,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Elev_16S_800,208615,57.29,0.852542,1181,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Elev_16S_801,4416,80.27,0.960837,1194,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Acetobacterales; Roseococcaceae; Unclassified; otu_1903"
Elev_16S_802,98865,75.99,0.950547,1065,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Unclassified; otu_726"
Elev_16S_803,85176,79.57,0.947786,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; T20; otu_2236"
Elev_16S_804,210827,100,0.999993,1193,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_805,216704,69.6,0.916072,1181,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; N1423WL; otu_1664"
Elev_16S_806,206387,59.51,0.857004,1187,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Elev_16S_808,31570,62.01,0.89834,1150,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Elev_16S_810,148464,74.2,0.926188,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Unclassified; otu_1914"
Elev_16S_811,206713,99.44,0.99915,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_812,104976,76.38,0.930039,1186,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_813,213644,89.9,0.983845,1194,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; bacterium_Ellin361; otu_2011"
Elev_16S_814,60598,63.3,0.901596,1190,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; Unclassified; otu_2606"
Elev_16S_815,160891,87.86,0.982886,1191,"Hugenholtz:Bacteria; Chloroflexi; Bljii12; EB1097; B07_WMSP1; otu_868"
Elev_16S_816,125819,59.26,0.864897,1189,"Hugenholtz:Bacteria; WS3; Sediment-1; PRR-12; otu_2862"
Elev_16S_817,207843,85.33,0.969761,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_819,156961,69.57,0.919604,1069,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_820,104976,76.68,0.930998,1186,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_821,152538,64.8,0.906363,1189,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; envOPS12; A30; otu_822"
Elev_16S_822,209881,83.77,0.930301,1189,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Elev_16S_823,160891,88.02,0.982886,1190,"Hugenholtz:Bacteria; Chloroflexi; Bljii12; EB1097; B07_WMSP1; otu_868"
Elev_16S_825,136513,88.85,0.966578,1143,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonas; Sphingomonadaceae; Sphingomonas_sp_Ant20; Sphingomonas_sp_M3C203B-B; Unclassified; otu_2138"
Elev_16S_826,150739,65.6,0.851743,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; bacterium_Ellin6067; AKYH1344; otu_2193"
Elev_16S_827,206840,99.69,0.999164,1195,"Hugenholtz:Bacteria; Elev_16S_1860; otu_986"
Elev_16S_828,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_829,215449,79.2,0.968657,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; A21b; EB1018; otu_2179"
